step,A_hat,B_hat
exc_1,[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]],[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]
exc_264,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_265,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_266,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_267,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_268,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_269,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_270,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_271,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_272,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_273,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_274,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_275,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_276,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_277,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_278,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_279,[[0.7458134171673747, 1.4907420901275547e-13, 0.0745813417166833, 7.518892792789518e-14], [3.6862289185390837e-13, 0.7458134171672914, -7.004183058915242e-14, 0.07458134171679698], [1.5072050441565156e-15, 1.0571083910821012e-15, 0.7458134171671009, -1.2764807040010987e-16], [8.764297846056045e-15, 4.840135324447213e-15, -5.276684772986473e-16, 0.7458134171670994]],[[0.0037290670858356337, 5.679656393445373e-15], [-1.2561043531847301e-15, 0.003729067085841283], [0.07458134171671009, -3.144631540627134e-16], [-3.985938314209388e-16, 0.07458134171671006]]
exc_280,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_281,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_282,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_283,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_284,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_285,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_286,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_287,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_288,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_289,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_290,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_291,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_292,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_293,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_294,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_295,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_296,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_297,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_298,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_299,[[0.7712320754504491, 3.4566005426234817e-14, 0.07712320754500078, 8.158007431488923e-14], [2.79428133258398e-13, 0.7712320754505342, -6.986598755936749e-14, 0.07712320754512844], [3.480594304895187e-14, 1.8622019334497736e-14, 0.7712320754503924, -1.8644032514747738e-15], [2.2113099204235843e-14, 1.1859821332972972e-14, 8.85352000303203e-17, 0.7712320754503894]],[[0.003856160377252101, 3.597813241762506e-15], [2.9846689441767596e-16, 0.003856160377256655], [0.0771232075450393, -1.2928737429180013e-16], [-2.3893479836201567e-16, 0.07712320754503903]]
exc_300,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_301,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_302,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_303,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_304,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_305,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_306,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_307,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_308,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_309,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_310,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
exc_311,[[0.7941088679053434, -4.9101964286788085e-16, 0.07941088679051958, 8.591933461329797e-14], [2.40695149668469e-13, 0.794108867905474, -7.692524109442111e-14, 0.07941088679063112], [3.1062363652262016e-14, 1.6669690388868446e-14, 0.7941088679053543, -1.3883683970002907e-15], [2.1195015858441695e-14, 1.1088582167991424e-14, -6.517238670602133e-15, 0.7941088679053484]],[[0.003970544339532266, 2.651685995657153e-16], [6.5130917023068636e-15, 0.003970544339530433], [0.07941088679053562, -2.2633996317032943e-16], [-9.0062432703444e-16, 0.079410886790535]]
